dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2018,cum_cases,cum_deaths,over_20,days_since_20_deaths,daily_deaths_smoothed,daily_cases_smoothed,Continent_Name,Continent_Code,Country_Name,Two_Letter_Country_Code,Three_Letter_Country_Code,Country_Number,plot_colours
2019-12-31,31,12,2019,0,0,Afghanistan,AF,AFG,37172386.0,0,0,False,0.0,,,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-01-01,1,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,0,0,False,0.0,,,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-01-02,2,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,0,0,False,0.0,0.0,0.0,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-01-03,3,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,0,0,False,0.0,0.0,0.0,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-01-04,4,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,0,0,False,0.0,0.0,0.0,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-01-05,5,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,0,0,False,0.0,0.0,0.0,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-01-06,6,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,0,0,False,0.0,0.0,0.0,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-01-07,7,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,0,0,False,0.0,0.0,0.0,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-01-08,8,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,0,0,False,0.0,0.0,0.0,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-01-09,9,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,0,0,False,0.0,0.0,0.0,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-01-10,10,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,0,0,False,0.0,0.0,0.0,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-01-11,11,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,0,0,False,0.0,0.0,0.0,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-01-12,12,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,0,0,False,0.0,0.0,0.0,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-01-13,13,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,0,0,False,0.0,0.0,0.0,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-01-14,14,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,0,0,False,0.0,0.0,0.0,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-01-15,15,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,0,0,False,0.0,0.0,0.0,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-01-16,16,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,0,0,False,0.0,0.0,0.0,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-01-17,17,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,0,0,False,0.0,0.0,0.0,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-01-18,18,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,0,0,False,0.0,0.0,0.0,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-01-19,19,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,0,0,False,0.0,0.0,0.0,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-01-20,20,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,0,0,False,0.0,0.0,0.0,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-01-21,21,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,0,0,False,0.0,0.0,0.0,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-01-22,22,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,0,0,False,0.0,0.0,0.0,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-01-23,23,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,0,0,False,0.0,0.0,0.0,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-01-24,24,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,0,0,False,0.0,0.0,0.0,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-01-25,25,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,0,0,False,0.0,0.0,0.0,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-01-26,26,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,0,0,False,0.0,0.0,0.0,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-01-27,27,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,0,0,False,0.0,0.0,0.0,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-01-28,28,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,0,0,False,0.0,0.0,0.0,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-01-29,29,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,0,0,False,0.0,0.0,0.0,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-01-30,30,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,0,0,False,0.0,0.0,0.0,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-01-31,31,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,0,0,False,0.0,0.0,0.0,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-02-01,1,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,0,0,False,0.0,0.0,0.0,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-02-02,2,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,0,0,False,0.0,0.0,0.0,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-02-03,3,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,0,0,False,0.0,0.0,0.0,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-02-04,4,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,0,0,False,0.0,0.0,0.0,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-02-05,5,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,0,0,False,0.0,0.0,0.0,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-02-06,6,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,0,0,False,0.0,0.0,0.0,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-02-07,7,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,0,0,False,0.0,0.0,0.0,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-02-08,8,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,0,0,False,0.0,0.0,0.0,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-02-09,9,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,0,0,False,0.0,0.0,0.0,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-02-10,10,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,0,0,False,0.0,0.0,0.0,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-02-11,11,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,0,0,False,0.0,0.0,0.0,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-02-12,12,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,0,0,False,0.0,0.0,0.0,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-02-13,13,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,0,0,False,0.0,0.0,0.0,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-02-14,14,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,0,0,False,0.0,0.0,0.0,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-02-15,15,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,0,0,False,0.0,0.0,0.0,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-02-16,16,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,0,0,False,0.0,0.0,0.0,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-02-17,17,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,0,0,False,0.0,0.0,0.0,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-02-18,18,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,0,0,False,0.0,0.0,0.0,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-02-19,19,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,0,0,False,0.0,0.0,0.0,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-02-20,20,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,0,0,False,0.0,0.0,0.0,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-02-21,21,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,0,0,False,0.0,0.0,0.0,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-02-22,22,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,0,0,False,0.0,0.0,0.0,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-02-23,23,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,0,0,False,0.0,0.0,0.0,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-02-24,24,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,0,0,False,0.0,0.0,0.0,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-02-25,25,2,2020,1,0,Afghanistan,AF,AFG,37172386.0,1,0,False,0.0,0.0,0.3333333333333333,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-02-26,26,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,1,0,False,0.0,0.0,0.3333333333333333,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-02-27,27,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,1,0,False,0.0,0.0,0.3333333333333333,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-02-28,28,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,1,0,False,0.0,0.0,0.0,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-02-29,29,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,1,0,False,0.0,0.0,0.0,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-03-01,1,3,2020,0,0,Afghanistan,AF,AFG,37172386.0,1,0,False,0.0,0.0,0.0,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-03-02,2,3,2020,0,0,Afghanistan,AF,AFG,37172386.0,1,0,False,0.0,0.0,0.0,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-03-08,8,3,2020,3,0,Afghanistan,AF,AFG,37172386.0,4,0,False,0.0,0.0,1.0,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-03-11,11,3,2020,3,0,Afghanistan,AF,AFG,37172386.0,7,0,False,0.0,0.0,2.0,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-03-15,15,3,2020,3,0,Afghanistan,AF,AFG,37172386.0,10,0,False,0.0,0.0,3.0,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-03-16,16,3,2020,6,0,Afghanistan,AF,AFG,37172386.0,16,0,False,0.0,0.0,4.0,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-03-17,17,3,2020,5,0,Afghanistan,AF,AFG,37172386.0,21,0,False,0.0,0.0,4.666666666666667,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-03-18,18,3,2020,1,0,Afghanistan,AF,AFG,37172386.0,22,0,False,0.0,0.0,4.0,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-03-19,19,3,2020,0,0,Afghanistan,AF,AFG,37172386.0,22,0,False,0.0,0.0,2.0,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-03-20,20,3,2020,0,0,Afghanistan,AF,AFG,37172386.0,22,0,False,0.0,0.0,0.3333333333333333,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-03-21,21,3,2020,2,0,Afghanistan,AF,AFG,37172386.0,24,0,False,0.0,0.0,0.6666666666666666,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-03-22,22,3,2020,0,0,Afghanistan,AF,AFG,37172386.0,24,0,False,0.0,0.0,0.6666666666666666,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-03-23,23,3,2020,10,0,Afghanistan,AF,AFG,37172386.0,34,0,False,0.0,0.0,4.0,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-03-24,24,3,2020,6,1,Afghanistan,AF,AFG,37172386.0,40,1,False,0.0,0.3333333333333333,5.333333333333333,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-03-25,25,3,2020,2,0,Afghanistan,AF,AFG,37172386.0,42,1,False,0.0,0.3333333333333333,6.0,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-03-26,26,3,2020,33,0,Afghanistan,AF,AFG,37172386.0,75,1,False,0.0,0.3333333333333333,13.666666666666666,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-03-27,27,3,2020,0,0,Afghanistan,AF,AFG,37172386.0,75,1,False,0.0,0.0,11.666666666666666,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-03-28,28,3,2020,16,1,Afghanistan,AF,AFG,37172386.0,91,2,False,0.0,0.3333333333333333,16.333333333333332,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-03-29,29,3,2020,15,1,Afghanistan,AF,AFG,37172386.0,106,3,False,0.0,0.6666666666666666,10.333333333333334,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-03-30,30,3,2020,8,1,Afghanistan,AF,AFG,37172386.0,114,4,False,0.0,1.0,13.0,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-03-31,31,3,2020,27,0,Afghanistan,AF,AFG,37172386.0,141,4,False,0.0,0.6666666666666666,16.666666666666668,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-04-01,1,4,2020,25,0,Afghanistan,AF,AFG,37172386.0,166,4,False,0.0,0.3333333333333333,20.0,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-04-02,2,4,2020,26,0,Afghanistan,AF,AFG,37172386.0,192,4,False,0.0,0.0,26.0,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-04-03,3,4,2020,43,0,Afghanistan,AF,AFG,37172386.0,235,4,False,0.0,0.0,31.333333333333332,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-04-04,4,4,2020,0,0,Afghanistan,AF,AFG,37172386.0,235,4,False,0.0,0.0,23.0,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-04-05,5,4,2020,35,1,Afghanistan,AF,AFG,37172386.0,270,5,False,0.0,0.3333333333333333,26.0,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-04-06,6,4,2020,29,2,Afghanistan,AF,AFG,37172386.0,299,7,False,0.0,1.0,21.333333333333332,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-04-07,7,4,2020,38,0,Afghanistan,AF,AFG,37172386.0,337,7,False,0.0,1.0,34.0,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-04-08,8,4,2020,30,4,Afghanistan,AF,AFG,37172386.0,367,11,False,0.0,2.0,32.333333333333336,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-04-09,9,4,2020,56,3,Afghanistan,AF,AFG,37172386.0,423,14,False,0.0,2.3333333333333335,41.333333333333336,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-04-10,10,4,2020,61,1,Afghanistan,AF,AFG,37172386.0,484,15,False,0.0,2.6666666666666665,49.0,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-04-11,11,4,2020,37,0,Afghanistan,AF,AFG,37172386.0,521,15,False,0.0,1.3333333333333333,51.333333333333336,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-04-12,12,4,2020,34,3,Afghanistan,AF,AFG,37172386.0,555,18,False,0.0,1.3333333333333333,44.0,Asia,AS,"Afghanistan, Islamic Republic of",AF,AFG,4.0,"rgb(59, 255, 0)"
2020-03-09,9,3,2020,2,0,Albania,AL,ALB,2866376.0,2,0,False,0.0,1.0,24.333333333333332,Europe,EU,"Albania, Republic of",AL,ALB,8.0,"rgb(41, 0, 255)"
2020-03-10,10,3,2020,4,0,Albania,AL,ALB,2866376.0,6,0,False,0.0,1.0,13.333333333333334,Europe,EU,"Albania, Republic of",AL,ALB,8.0,"rgb(41, 0, 255)"
2020-03-11,11,3,2020,4,0,Albania,AL,ALB,2866376.0,10,0,False,0.0,0.0,3.3333333333333335,Europe,EU,"Albania, Republic of",AL,ALB,8.0,"rgb(41, 0, 255)"
2020-03-12,12,3,2020,1,1,Albania,AL,ALB,2866376.0,11,1,False,0.0,0.3333333333333333,3.0,Europe,EU,"Albania, Republic of",AL,ALB,8.0,"rgb(41, 0, 255)"
2020-03-13,13,3,2020,12,0,Albania,AL,ALB,2866376.0,23,1,False,0.0,0.3333333333333333,5.666666666666667,Europe,EU,"Albania, Republic of",AL,ALB,8.0,"rgb(41, 0, 255)"
2020-03-14,14,3,2020,10,0,Albania,AL,ALB,2866376.0,33,1,False,0.0,0.3333333333333333,7.666666666666667,Europe,EU,"Albania, Republic of",AL,ALB,8.0,"rgb(41, 0, 255)"
2020-03-15,15,3,2020,5,0,Albania,AL,ALB,2866376.0,38,1,False,0.0,0.0,9.0,Europe,EU,"Albania, Republic of",AL,ALB,8.0,"rgb(41, 0, 255)"
2020-03-16,16,3,2020,4,0,Albania,AL,ALB,2866376.0,42,1,False,0.0,0.0,6.333333333333333,Europe,EU,"Albania, Republic of",AL,ALB,8.0,"rgb(41, 0, 255)"
2020-03-17,17,3,2020,9,0,Albania,AL,ALB,2866376.0,51,1,False,0.0,0.0,6.0,Europe,EU,"Albania, Republic of",AL,ALB,8.0,"rgb(41, 0, 255)"
2020-03-18,18,3,2020,4,0,Albania,AL,ALB,2866376.0,55,1,False,0.0,0.0,5.666666666666667,Europe,EU,"Albania, Republic of",AL,ALB,8.0,"rgb(41, 0, 255)"
2020-03-19,19,3,2020,4,1,Albania,AL,ALB,2866376.0,59,2,False,0.0,0.3333333333333333,5.666666666666667,Europe,EU,"Albania, Republic of",AL,ALB,8.0,"rgb(41, 0, 255)"
2020-03-20,20,3,2020,11,0,Albania,AL,ALB,2866376.0,70,2,False,0.0,0.3333333333333333,6.333333333333333,Europe,EU,"Albania, Republic of",AL,ALB,8.0,"rgb(41, 0, 255)"
2020-03-21,21,3,2020,0,0,Albania,AL,ALB,2866376.0,70,2,False,0.0,0.3333333333333333,5.0,Europe,EU,"Albania, Republic of",AL,ALB,8.0,"rgb(41, 0, 255)"
2020-03-22,22,3,2020,6,0,Albania,AL,ALB,2866376.0,76,2,False,0.0,0.0,5.666666666666667,Europe,EU,"Albania, Republic of",AL,ALB,8.0,"rgb(41, 0, 255)"
2020-03-23,23,3,2020,13,0,Albania,AL,ALB,2866376.0,89,2,False,0.0,0.0,6.333333333333333,Europe,EU,"Albania, Republic of",AL,ALB,8.0,"rgb(41, 0, 255)"
2020-03-24,24,3,2020,11,2,Albania,AL,ALB,2866376.0,100,4,False,0.0,0.6666666666666666,10.0,Europe,EU,"Albania, Republic of",AL,ALB,8.0,"rgb(41, 0, 255)"
2020-03-25,25,3,2020,23,1,Albania,AL,ALB,2866376.0,123,5,False,0.0,1.0,15.666666666666666,Europe,EU,"Albania, Republic of",AL,ALB,8.0,"rgb(41, 0, 255)"
2020-03-26,26,3,2020,23,0,Albania,AL,ALB,2866376.0,146,5,False,0.0,1.0,19.0,Europe,EU,"Albania, Republic of",AL,ALB,8.0,"rgb(41, 0, 255)"
2020-03-27,27,3,2020,28,1,Albania,AL,ALB,2866376.0,174,6,False,0.0,0.6666666666666666,24.666666666666668,Europe,EU,"Albania, Republic of",AL,ALB,8.0,"rgb(41, 0, 255)"
2020-03-28,28,3,2020,12,3,Albania,AL,ALB,2866376.0,186,9,False,0.0,1.3333333333333333,21.0,Europe,EU,"Albania, Republic of",AL,ALB,8.0,"rgb(41, 0, 255)"
2020-03-29,29,3,2020,11,1,Albania,AL,ALB,2866376.0,197,10,False,0.0,1.6666666666666667,17.0,Europe,EU,"Albania, Republic of",AL,ALB,8.0,"rgb(41, 0, 255)"
2020-03-30,30,3,2020,15,0,Albania,AL,ALB,2866376.0,212,10,False,0.0,1.3333333333333333,12.666666666666666,Europe,EU,"Albania, Republic of",AL,ALB,8.0,"rgb(41, 0, 255)"
2020-03-31,31,3,2020,11,2,Albania,AL,ALB,2866376.0,223,12,False,0.0,1.0,12.333333333333334,Europe,EU,"Albania, Republic of",AL,ALB,8.0,"rgb(41, 0, 255)"
2020-04-01,1,4,2020,20,3,Albania,AL,ALB,2866376.0,243,15,False,0.0,1.6666666666666667,15.333333333333334,Europe,EU,"Albania, Republic of",AL,ALB,8.0,"rgb(41, 0, 255)"
2020-04-02,2,4,2020,16,0,Albania,AL,ALB,2866376.0,259,15,False,0.0,1.6666666666666667,15.666666666666666,Europe,EU,"Albania, Republic of",AL,ALB,8.0,"rgb(41, 0, 255)"
2020-04-03,3,4,2020,18,1,Albania,AL,ALB,2866376.0,277,16,False,0.0,1.3333333333333333,18.0,Europe,EU,"Albania, Republic of",AL,ALB,8.0,"rgb(41, 0, 255)"
2020-04-04,4,4,2020,27,1,Albania,AL,ALB,2866376.0,304,17,False,0.0,0.6666666666666666,20.333333333333332,Europe,EU,"Albania, Republic of",AL,ALB,8.0,"rgb(41, 0, 255)"
2020-04-05,5,4,2020,29,2,Albania,AL,ALB,2866376.0,333,19,False,0.0,1.3333333333333333,24.666666666666668,Europe,EU,"Albania, Republic of",AL,ALB,8.0,"rgb(41, 0, 255)"
2020-04-06,6,4,2020,28,2,Albania,AL,ALB,2866376.0,361,21,True,1.0,1.6666666666666667,28.0,Europe,EU,"Albania, Republic of",AL,ALB,8.0,"rgb(41, 0, 255)"
2020-04-07,7,4,2020,16,1,Albania,AL,ALB,2866376.0,377,22,True,2.0,1.6666666666666667,24.333333333333332,Europe,EU,"Albania, Republic of",AL,ALB,8.0,"rgb(41, 0, 255)"
2020-04-08,8,4,2020,6,0,Albania,AL,ALB,2866376.0,383,22,True,3.0,1.0,16.666666666666668,Europe,EU,"Albania, Republic of",AL,ALB,8.0,"rgb(41, 0, 255)"
2020-04-09,9,4,2020,17,0,Albania,AL,ALB,2866376.0,400,22,True,4.0,0.3333333333333333,13.0,Europe,EU,"Albania, Republic of",AL,ALB,8.0,"rgb(41, 0, 255)"
2020-04-10,10,4,2020,9,1,Albania,AL,ALB,2866376.0,409,23,True,5.0,0.3333333333333333,10.666666666666666,Europe,EU,"Albania, Republic of",AL,ALB,8.0,"rgb(41, 0, 255)"
2020-04-11,11,4,2020,7,0,Albania,AL,ALB,2866376.0,416,23,True,6.0,0.3333333333333333,11.0,Europe,EU,"Albania, Republic of",AL,ALB,8.0,"rgb(41, 0, 255)"
2020-04-12,12,4,2020,17,0,Albania,AL,ALB,2866376.0,433,23,True,7.0,0.3333333333333333,11.0,Europe,EU,"Albania, Republic of",AL,ALB,8.0,"rgb(41, 0, 255)"
2019-12-31,31,12,2019,0,0,Algeria,DZ,DZA,42228429.0,0,0,False,0.0,0.0,8.0,Africa,AF,"Algeria, People's Democratic Republic of",DZ,DZA,12.0,"rgb(255, 142, 0)"
