Date,FTSE 100
18/06/2007,6703.50
15/06/2007,6732.40
14/06/2007,6649.92
13/06/2007,6559.56
12/06/2007,6520.45
11/06/2007,6567.52
08/06/2007,6505.11
07/06/2007,6505.12
06/06/2007,6522.69
05/06/2007,6632.80
04/06/2007,6664.11
01/06/2007,6676.66
31/05/2007,6621.45
30/05/2007,6602.08
29/05/2007,6606.48
25/05/2007,6570.55
24/05/2007,6565.45
23/05/2007,6616.40
22/05/2007,6606.61
21/05/2007,6636.79
18/05/2007,6640.92
17/05/2007,6579.25
16/05/2007,6559.45
15/05/2007,6568.65
14/05/2007,6555.50
11/05/2007,6565.67
10/05/2007,6524.12
09/05/2007,6549.60
08/05/2007,6550.43
04/05/2007,6603.66
03/05/2007,6537.77
02/05/2007,6484.45
01/05/2007,6419.61
30/04/2007,6449.21
27/04/2007,6418.67
26/04/2007,6469.38
25/04/2007,6461.95
24/04/2007,6429.54
23/04/2007,6479.71
20/04/2007,6486.75
19/04/2007,6440.57
18/04/2007,6449.36
17/04/2007,6497.78
16/04/2007,6516.22
13/04/2007,6462.43
12/04/2007,6416.37
11/04/2007,6413.25
10/04/2007,6417.77
05/04/2007,6397.34
04/04/2007,6364.70
03/04/2007,6366.11
02/04/2007,6315.53
30/03/2007,6308.03
29/03/2007,6324.18
28/03/2007,6267.21
27/03/2007,6292.59
26/03/2007,6291.94
23/03/2007,6339.38
22/03/2007,6318.03
21/03/2007,6256.77
20/03/2007,6220.26
19/03/2007,6189.36
16/03/2007,6130.60
15/03/2007,6133.22
14/03/2007,6000.71
13/03/2007,6161.15
12/03/2007,6233.28
09/03/2007,6245.23
08/03/2007,6227.69
07/03/2007,6156.49
06/03/2007,6138.54
05/03/2007,6058.65
02/03/2007,6116.24
01/03/2007,6116.04
28/02/2007,6171.47
27/02/2007,6286.08
26/02/2007,6434.70
23/02/2007,6401.49
22/02/2007,6380.94
21/02/2007,6357.07
20/02/2007,6412.33
19/02/2007,6444.44
16/02/2007,6419.53
15/02/2007,6433.32
14/02/2007,6421.21
13/02/2007,6381.76
12/02/2007,6353.46
09/02/2007,6382.84
08/02/2007,6346.39
07/02/2007,6369.47
06/02/2007,6346.26
05/02/2007,6317.90
02/02/2007,6310.92
01/02/2007,6282.23
31/01/2007,6203.09
30/01/2007,6241.96
29/01/2007,6239.88
26/01/2007,6228.04
25/01/2007,6269.26
24/01/2007,6314.79
23/01/2007,6227.61
22/01/2007,6218.43
19/01/2007,6237.19
18/01/2007,6210.27
17/01/2007,6204.46
16/01/2007,6215.66
15/01/2007,6263.46
12/01/2007,6239.01
11/01/2007,6230.07
10/01/2007,6160.68
09/01/2007,6196.14
08/01/2007,6194.16
05/01/2007,6220.12
04/01/2007,6286.96
03/01/2007,6319.01
02/01/2007,6310.93
29/12/2006,6220.81
28/12/2006,6240.95
27/12/2006,6245.24
22/12/2006,6189.97
21/12/2006,6183.70
20/12/2006,6198.59
19/12/2006,6203.95
18/12/2006,6247.43
15/12/2006,6260.02
14/12/2006,6227.96
13/12/2006,6192.46
12/12/2006,6156.40
11/12/2006,6159.77
08/12/2006,6152.44
07/12/2006,6131.48
06/12/2006,6090.35
05/12/2006,6086.42
04/12/2006,6050.43
01/12/2006,6021.54
30/11/2006,6048.85
29/11/2006,6084.36
28/11/2006,6025.91
27/11/2006,6050.08
24/11/2006,6122.07
23/11/2006,6139.99
22/11/2006,6160.28
21/11/2006,6202.62
20/11/2006,6204.52
17/11/2006,6192.04
16/11/2006,6254.85
15/11/2006,6229.79
14/11/2006,6186.63
13/11/2006,6194.18
10/11/2006,6208.41
09/11/2006,6231.53
08/11/2006,6238.99
07/11/2006,6243.96
06/11/2006,6224.54
03/11/2006,6148.13
02/11/2006,6149.28
01/11/2006,6149.62
31/10/2006,6129.22
30/10/2006,6126.79
27/10/2006,6160.88
26/10/2006,6184.82
25/10/2006,6214.55
24/10/2006,6182.51
23/10/2006,6166.13
20/10/2006,6155.19
19/10/2006,6155.97
18/10/2006,6150.39
17/10/2006,6108.62
16/10/2006,6172.37
13/10/2006,6157.31
12/10/2006,6121.28
11/10/2006,6073.51
10/10/2006,6072.69
09/10/2006,6030.88
06/10/2006,6001.19
05/10/2006,6004.52
04/10/2006,5966.50
03/10/2006,5937.09
02/10/2006,5957.83
29/09/2006,5960.81
28/09/2006,5971.34
27/09/2006,5930.14
26/09/2006,5873.55
25/09/2006,5798.31
22/09/2006,5822.28
21/09/2006,5896.73
20/09/2006,5866.23
19/09/2006,5831.79
18/09/2006,5890.25
15/09/2006,5877.01
14/09/2006,5877.22
13/09/2006,5892.15
12/09/2006,5895.48
11/09/2006,5850.77
08/09/2006,5879.27
07/09/2006,5858.12
06/09/2006,5929.27
05/09/2006,5981.69
04/09/2006,5986.64
01/09/2006,5949.15
31/08/2006,5906.13
30/08/2006,5929.34
29/08/2006,5888.28
25/08/2006,5878.59
24/08/2006,5869.09
23/08/2006,5860.04
22/08/2006,5902.64
21/08/2006,5915.24
18/08/2006,5903.36
17/08/2006,5900.42
16/08/2006,5896.60
15/08/2006,5897.88
14/08/2006,5870.87
11/08/2006,5820.13
10/08/2006,5823.38
09/08/2006,5860.47
08/08/2006,5818.09
07/08/2006,5828.80
04/08/2006,5889.40
03/08/2006,5838.35
02/08/2006,5932.11
01/08/2006,5880.84
31/07/2006,5928.33
28/07/2006,5974.92
27/07/2006,5929.49
26/07/2006,5877.10
25/07/2006,5851.16
24/07/2006,5833.87
21/07/2006,5719.74
20/07/2006,5770.88
19/07/2006,5777.96
18/07/2006,5681.70
17/07/2006,5700.97
14/07/2006,5707.62
13/07/2006,5765.02
12/07/2006,5860.56
11/07/2006,5857.30
10/07/2006,5896.90
07/07/2006,5888.86
06/07/2006,5890.03
05/07/2006,5826.68
04/07/2006,5883.53
03/07/2006,5884.44
30/06/2006,5833.42
29/06/2006,5791.48
28/06/2006,5678.58
27/06/2006,5652.25
26/06/2006,5681.24
23/06/2006,5692.14
22/06/2006,5684.08
21/06/2006,5665.03
20/06/2006,5658.19
19/06/2006,5626.09
16/06/2006,5597.44
15/06/2006,5619.28
14/06/2006,5506.82
13/06/2006,5519.63
12/06/2006,5620.86
09/06/2006,5655.20
08/06/2006,5562.94
07/06/2006,5706.29
06/06/2006,5669.79
05/06/2006,5762.13
02/06/2006,5764.62
01/06/2006,5749.69
31/05/2006,5723.81
30/05/2006,5652.02
26/05/2006,5791.00
25/05/2006,5677.70
24/05/2006,5587.06
23/05/2006,5678.71
22/05/2006,5532.72
19/05/2006,5657.37
18/05/2006,5671.59
17/05/2006,5675.49
16/05/2006,5846.18
15/05/2006,5841.27
12/05/2006,5912.11
11/05/2006,6042.03
10/05/2006,6083.39
09/05/2006,6105.64
08/05/2006,6067.10
05/05/2006,6091.74
04/05/2006,6036.89
03/05/2006,6010.02
02/05/2006,6082.07
28/04/2006,6023.14
27/04/2006,6060.03
26/04/2006,6104.34
25/04/2006,6086.62
24/04/2006,6098.71
21/04/2006,6132.74
20/04/2006,6081.41
19/04/2006,6089.77
18/04/2006,6044.13
13/04/2006,6029.37
12/04/2006,6000.84
11/04/2006,6016.49
10/04/2006,6066.98
07/04/2006,6026.11
06/04/2006,6045.65
05/04/2006,6044.09
04/04/2006,6004.69
03/04/2006,6024.28
31/03/2006,5964.57
30/03/2006,6015.25
29/03/2006,5959.22
28/03/2006,5935.68
27/03/2006,5972.18
24/03/2006,6036.27
23/03/2006,5990.06
22/03/2006,6007.46
21/03/2006,5991.25
20/03/2006,5991.73
17/03/2006,5999.41
16/03/2006,5993.25
15/03/2006,5965.06
14/03/2006,5950.59
13/03/2006,5952.84
10/03/2006,5907.87
09/03/2006,5855.89
08/03/2006,5812.94
07/03/2006,5857.37
06/03/2006,5897.82
03/03/2006,5858.69
02/03/2006,5832.98
01/03/2006,5844.07
28/02/2006,5791.54
27/02/2006,5875.86
24/02/2006,5860.49
23/02/2006,5836.04
22/02/2006,5872.39
21/02/2006,5857.66
20/02/2006,5862.96
17/02/2006,5846.17
16/02/2006,5828.88
15/02/2006,5791.46
14/02/2006,5792.29
13/02/2006,5793.51
10/02/2006,5764.11
09/02/2006,5808.75
08/02/2006,5725.09
07/02/2006,5746.79
06/02/2006,5772.36
03/02/2006,5759.32
02/02/2006,5747.27
01/02/2006,5801.63
31/01/2006,5760.26
30/01/2006,5779.84
27/01/2006,5786.84
26/01/2006,5722.61
25/01/2006,5704.39
24/01/2006,5633.80
23/01/2006,5660.94
20/01/2006,5672.36
19/01/2006,5693.19
18/01/2006,5663.65
17/01/2006,5698.96
16/01/2006,5740.24
13/01/2006,5711.03
12/01/2006,5735.15
11/01/2006,5731.54
10/01/2006,5688.83
09/01/2006,5731.46
06/01/2006,5731.78
05/01/2006,5691.18
04/01/2006,5714.58
03/01/2006,5681.46
30/12/2005,5618.76
29/12/2005,5638.32
28/12/2005,5622.79
23/12/2005,5595.45
22/12/2005,5596.98
21/12/2005,5587.38
20/12/2005,5547.94
19/12/2005,5539.78
16/12/2005,5531.63
15/12/2005,5495.34
14/12/2005,5521.13
13/12/2005,5507.24
12/12/2005,5501.48
09/12/2005,5517.42
08/12/2005,5531.11
07/12/2005,5528.84
06/12/2005,5538.77
05/12/2005,5510.39
02/12/2005,5528.08
01/12/2005,5486.12
30/11/2005,5423.17
29/11/2005,5490.99
28/11/2005,5477.37
25/11/2005,5523.84
24/11/2005,5511.01
23/11/2005,5531.71
22/11/2005,5517.21
21/11/2005,5497.94
18/11/2005,5498.90
17/11/2005,5460.02
16/11/2005,5429.95
15/11/2005,5439.60
14/11/2005,5470.00
11/11/2005,5465.06
10/11/2005,5423.50
09/11/2005,5439.81
08/11/2005,5460.91
07/11/2005,5460.80
04/11/2005,5423.56
03/11/2005,5431.93
02/11/2005,5358.63
01/11/2005,5344.33
31/10/2005,5317.28
28/10/2005,5213.40
27/10/2005,5182.75
26/10/2005,5227.81
25/10/2005,5182.12
24/10/2005,5207.60
21/10/2005,5142.12
20/10/2005,5164.07
19/10/2005,5167.85
18/10/2005,5263.93
17/10/2005,5286.53
14/10/2005,5275.00
13/10/2005,5265.22
12/10/2005,5342.16
11/10/2005,5380.67
10/10/2005,5374.55
07/10/2005,5362.30
06/10/2005,5372.37
05/10/2005,5427.82
04/10/2005,5494.43
03/10/2005,5501.55
30/09/2005,5477.71
29/09/2005,5478.22
28/09/2005,5494.79
27/09/2005,5447.31
26/09/2005,5453.08
23/09/2005,5413.56
22/09/2005,5385.73
21/09/2005,5369.68
20/09/2005,5416.36
19/09/2005,5429.68
16/09/2005,5407.90
15/09/2005,5383.45
14/09/2005,5347.44
13/09/2005,5338.01
12/09/2005,5375.10
09/09/2005,5359.31
08/09/2005,5340.79
07/09/2005,5365.93
06/09/2005,5359.15
05/09/2005,5337.84
02/09/2005,5326.85
01/09/2005,5328.51
31/08/2005,5296.92
30/08/2005,5255.80
26/08/2005,5228.06
25/08/2005,5255.66
24/08/2005,5275.23
23/08/2005,5300.24
22/08/2005,5318.44
19/08/2005,5312.62
18/08/2005,5269.32
17/08/2005,5292.71
16/08/2005,5322.35
15/08/2005,5344.24
12/08/2005,5345.78
11/08/2005,5358.57
10/08/2005,5377.48
09/08/2005,5363.72
08/08/2005,5344.29
05/08/2005,5314.75
04/08/2005,5315.53
03/08/2005,5332.30
02/08/2005,5327.47
01/08/2005,5290.85
29/07/2005,5282.30
28/07/2005,5270.32
27/07/2005,5263.63
26/07/2005,5256.16
25/07/2005,5270.70
22/07/2005,5241.80
21/07/2005,5221.59
20/07/2005,5215.24
19/07/2005,5201.55
18/07/2005,5214.24
15/07/2005,5230.85
14/07/2005,5259.66
13/07/2005,5245.87
12/07/2005,5217.15
11/07/2005,5242.37
08/07/2005,5232.15
07/07/2005,5158.27
06/07/2005,5229.64
05/07/2005,5190.14
04/07/2005,5184.33
01/07/2005,5161.01
30/06/2005,5113.16
29/06/2005,5109.14
28/06/2005,5090.40
27/06/2005,5043.53
24/06/2005,5078.97
23/06/2005,5114.38
22/06/2005,5099.28
21/06/2005,5082.12
20/06/2005,5071.96
17/06/2005,5077.61
16/06/2005,5044.98
15/06/2005,5019.48
14/06/2005,5046.76
13/06/2005,5050.36
10/06/2005,5030.38
09/06/2005,5009.20
08/06/2005,5003.73
07/06/2005,5025.25
06/06/2005,4980.41
03/06/2005,4999.38
02/06/2005,5005.00
01/06/2005,5011.04
31/05/2005,4963.97
27/05/2005,4986.28
26/05/2005,4994.92
25/05/2005,4971.54
24/05/2005,4982.46
23/05/2005,4989.82
20/05/2005,4971.79
19/05/2005,4962.67
18/05/2005,4949.38
17/05/2005,4898.54
16/05/2005,4884.18
13/05/2005,4886.48
12/05/2005,4893.25
11/05/2005,4875.38
10/05/2005,4892.43
09/05/2005,4910.26
06/05/2005,4918.85
05/05/2005,4902.32
04/05/2005,4882.45
03/05/2005,4861.25
29/04/2005,4801.68
28/04/2005,4790.19
27/04/2005,4789.43
26/04/2005,4845.52
25/04/2005,4864.88
22/04/2005,4849.28
21/04/2005,4819.63
20/04/2005,4822.04
19/04/2005,4855.55
18/04/2005,4827.12
15/04/2005,4891.62
14/04/2005,4945.39
13/04/2005,4960.82
12/04/2005,4946.19
11/04/2005,4973.25
08/04/2005,4983.65
07/04/2005,4977.01
06/04/2005,4947.42
05/04/2005,4942.89
04/04/2005,4896.74
01/04/2005,4914.03
31/03/2005,4894.37
30/03/2005,4900.74
29/03/2005,4918.96
24/03/2005,4922.50
23/03/2005,4910.44
22/03/2005,4937.26
21/03/2005,4933.47
18/03/2005,4923.30
17/03/2005,4922.12
16/03/2005,4937.62
15/03/2005,5000.24
14/03/2005,4975.02
11/03/2005,4982.05
10/03/2005,4962.06
09/03/2005,4996.05
08/03/2005,5010.92
07/03/2005,5027.19
04/03/2005,5036.27
03/03/2005,5014.79
02/03/2005,4992.82
01/03/2005,5000.47
28/02/2005,4968.50
25/02/2005,5006.77
24/02/2005,4972.05
23/02/2005,4988.45
22/02/2005,5032.85
21/02/2005,5060.79
18/02/2005,5057.16
17/02/2005,5057.41
16/02/2005,5053.22
15/02/2005,5058.88
14/02/2005,5041.80
11/02/2005,5044.19
10/02/2005,4999.99
09/02/2005,4990.42
08/02/2005,4995.46
07/02/2005,4979.82
04/02/2005,4941.49
03/02/2005,4908.25
02/02/2005,4916.24
01/02/2005,4906.21
31/01/2005,4852.31
28/01/2005,4832.84
27/01/2005,4853.38
26/01/2005,4847.10
25/01/2005,4843.20
24/01/2005,4812.52
21/01/2005,4803.26
20/01/2005,4800.83
19/01/2005,4818.34
18/01/2005,4823.90
17/01/2005,4846.66
14/01/2005,4820.78
13/01/2005,4800.31
12/01/2005,4783.58
11/01/2005,4818.72
10/01/2005,4840.70
07/01/2005,4854.09
06/01/2005,4824.25
05/01/2005,4806.04
04/01/2005,4846.95
31/12/2004,4814.30
30/12/2004,4820.09
29/12/2004,4819.80
24/12/2004,4798.06
23/12/2004,4787.70
22/12/2004,4777.40
21/12/2004,4733.01
20/12/2004,4731.07
17/12/2004,4696.82
16/12/2004,4735.19
15/12/2004,4728.16
14/12/2004,4722.76
13/12/2004,4736.79
10/12/2004,4694.01
09/12/2004,4688.39
08/12/2004,4703.92
07/12/2004,4728.73
06/12/2004,4722.80
03/12/2004,4747.89
02/12/2004,4751.19
01/12/2004,4735.68
30/11/2004,4703.18
29/11/2004,4749.76
26/11/2004,4741.55
25/11/2004,4753.43
24/11/2004,4719.42
23/11/2004,4742.37
22/11/2004,4733.08
19/11/2004,4760.84
18/11/2004,4805.30
17/11/2004,4795.88
16/11/2004,4770.37
15/11/2004,4803.09
12/11/2004,4793.92
11/11/2004,4776.86
10/11/2004,4734.47
09/11/2004,4717.68
08/11/2004,4716.58
05/11/2004,4739.78
04/11/2004,4728.26
03/11/2004,4718.46
02/11/2004,4693.20
01/11/2004,4673.79
29/10/2004,4624.21
28/10/2004,4642.81
27/10/2004,4630.07
26/10/2004,4583.36
25/10/2004,4564.55
22/10/2004,4615.40
21/10/2004,4617.36
20/10/2004,4616.36
19/10/2004,4655.23
18/10/2004,4626.58
15/10/2004,4622.74
14/10/2004,4629.37
13/10/2004,4634.76
12/10/2004,4647.94
11/10/2004,4685.51
08/10/2004,4698.87
07/10/2004,4698.67
06/10/2004,4706.34
05/10/2004,4707.14
04/10/2004,4681.76
01/10/2004,4659.65
30/09/2004,4570.77
29/09/2004,4588.07
28/09/2004,4567.34
27/09/2004,4541.24
24/09/2004,4578.14
23/09/2004,4568.33
22/09/2004,4592.30
21/09/2004,4608.41
20/09/2004,4579.51
17/09/2004,4590.96
16/09/2004,4556.47
15/09/2004,4548.45
14/09/2004,4545.61
13/09/2004,4558.48
10/09/2004,4545.02
09/09/2004,4538.03
08/09/2004,4558.41
07/09/2004,4565.63
06/09/2004,4563.78
03/09/2004,4550.84
02/09/2004,4518.58
01/09/2004,4502.05
31/08/2004,4459.32
27/08/2004,4490.11
26/08/2004,4453.90
25/08/2004,4411.57
24/08/2004,4407.46
23/08/2004,4405.30
20/08/2004,4369.19
19/08/2004,4362.63
18/08/2004,4355.25
17/08/2004,4358.68
16/08/2004,4350.17
13/08/2004,4301.53
12/08/2004,4328.11
11/08/2004,4312.16
10/08/2004,4350.88
09/08/2004,4314.40
06/08/2004,4337.88
05/08/2004,4413.37
04/08/2004,4408.07
03/08/2004,4429.68
02/08/2004,4415.73
30/07/2004,4413.08
29/07/2004,4418.70
28/07/2004,4356.25
27/07/2004,4324.86
26/07/2004,4287.04
23/07/2004,4326.34
22/07/2004,4306.25
21/07/2004,4377.30
20/07/2004,4339.37
19/07/2004,4321.10
16/07/2004,4339.23
15/07/2004,4340.71
14/07/2004,4372.55
13/07/2004,4357.74
12/07/2004,4359.97
09/07/2004,4393.18
08/07/2004,4381.11
07/07/2004,4358.37
06/07/2004,4370.74
05/07/2004,4403.28
02/07/2004,4407.40
01/07/2004,4424.72
30/06/2004,4464.07
29/06/2004,4512.41
28/06/2004,4518.68
25/06/2004,4494.05
24/06/2004,4503.19
23/06/2004,4486.73
22/06/2004,4468.49
21/06/2004,4502.18
18/06/2004,4505.81
17/06/2004,4493.29
16/06/2004,4491.13
15/06/2004,4458.61
14/06/2004,4433.17
11/06/2004,4483.96
10/06/2004,4486.10
09/06/2004,4489.47
08/06/2004,4504.83
07/06/2004,4491.60
04/06/2004,4454.45
03/06/2004,4435.41
02/06/2004,4422.80
01/06/2004,4422.68
28/05/2004,4430.69
27/05/2004,4453.62
26/05/2004,4438.29
25/05/2004,4418.00
24/05/2004,4428.87
21/05/2004,4431.43
20/05/2004,4428.71
19/05/2004,4471.80
18/05/2004,4414.41
17/05/2004,4403.02
14/05/2004,4441.79
13/05/2004,4453.81
12/05/2004,4412.93
11/05/2004,4454.72
10/05/2004,4395.16
07/05/2004,4498.37
06/05/2004,4516.17
05/05/2004,4569.53
04/05/2004,4547.23
30/04/2004,4489.69
29/04/2004,4519.53
28/04/2004,4524.48
27/04/2004,4575.68
26/04/2004,4571.85
23/04/2004,4569.95
22/04/2004,4571.83
21/04/2004,4539.87
20/04/2004,4569.02
19/04/2004,4546.22
16/04/2004,4537.28
15/04/2004,4505.50
14/04/2004,4485.42
13/04/2004,4515.78
08/04/2004,4489.67
07/04/2004,4468.69
06/04/2004,4472.82
05/04/2004,4480.70
02/04/2004,4465.61
01/04/2004,4410.71
31/03/2004,4385.67
30/03/2004,4412.82
29/03/2004,4406.73
26/03/2004,4357.53
25/03/2004,4373.63
24/03/2004,4309.45
23/03/2004,4318.51
22/03/2004,4333.77
19/03/2004,4417.74
18/03/2004,4397.87
17/03/2004,4456.80
16/03/2004,4428.90
15/03/2004,4412.93
12/03/2004,4467.35
11/03/2004,4445.22
10/03/2004,4545.33
09/03/2004,4542.01
08/03/2004,4553.75
05/03/2004,4547.08
04/03/2004,4559.07
03/03/2004,4525.13
02/03/2004,4540.11
01/03/2004,4537.00
27/02/2004,4492.21
26/02/2004,4515.89
25/02/2004,4507.55
24/02/2004,4496.76
23/02/2004,4524.31
20/02/2004,4515.04
19/02/2004,4515.57
18/02/2004,4442.90
17/02/2004,4461.49
16/02/2004,4408.12
13/02/2004,4412.01
12/02/2004,4377.73
11/02/2004,4396.05
10/02/2004,4404.95
09/02/2004,4434.42
06/02/2004,4402.72
05/02/2004,4384.35
04/02/2004,4398.46
03/02/2004,4390.58
02/02/2004,4381.37
30/01/2004,4390.68
29/01/2004,4411.53
28/01/2004,4468.12
27/01/2004,4447.00
26/01/2004,4445.48
23/01/2004,4460.81
22/01/2004,4476.79
21/01/2004,4511.18
20/01/2004,4499.27
19/01/2004,4518.14
16/01/2004,4487.88
15/01/2004,4456.08
14/01/2004,4461.39
13/01/2004,4440.14
12/01/2004,4449.61
09/01/2004,4466.29
08/01/2004,4494.17
07/01/2004,4472.97
06/01/2004,4505.22
05/01/2004,4513.25
02/01/2004,4510.18
31/12/2003,4476.87
30/12/2003,4470.38
29/12/2003,4457.49
24/12/2003,4444.70
23/12/2003,4440.87
22/12/2003,4423.98
19/12/2003,4412.28
18/12/2003,4397.26
17/12/2003,4354.23
16/12/2003,4332.96
15/12/2003,4347.99
12/12/2003,4347.64
11/12/2003,4331.27
10/12/2003,4335.39
09/12/2003,4379.58
08/12/2003,4359.84
05/12/2003,4367.03
04/12/2003,4378.21
03/12/2003,4392.02
02/12/2003,4378.94
01/12/2003,4410.03
28/11/2003,4342.60
27/11/2003,4361.09
26/11/2003,4370.35
25/11/2003,4388.75
24/11/2003,4382.35
21/11/2003,4319.02
20/11/2003,4307.98
19/11/2003,4327.35
18/11/2003,4354.70
17/11/2003,4338.88
14/11/2003,4396.99
13/11/2003,4373.04
12/11/2003,4371.25
11/11/2003,4345.07
10/11/2003,4341.76
07/11/2003,4376.87
06/11/2003,4324.19
05/11/2003,4303.43
04/11/2003,4330.25
03/11/2003,4332.57
31/10/2003,4287.59
30/10/2003,4300.93
29/10/2003,4265.65
28/10/2003,4272.93
27/10/2003,4251.31
24/10/2003,4239.00
23/10/2003,4240.22
22/10/2003,4285.63
21/10/2003,4352.31
20/10/2003,4347.55
17/10/2003,4343.97
16/10/2003,4339.68
15/10/2003,4368.82
14/10/2003,4334.09
13/10/2003,4362.34
10/10/2003,4311.02
09/10/2003,4313.88
08/10/2003,4268.59
07/10/2003,4271.96
06/10/2003,4270.10
03/10/2003,4274.04
02/10/2003,4209.06
01/10/2003,4169.19
30/09/2003,4091.31
29/09/2003,4142.72
26/09/2003,4157.13
25/09/2003,4202.18
24/09/2003,4236.39
23/09/2003,4221.71
22/09/2003,4228.15
19/09/2003,4257.01
18/09/2003,4314.70
17/09/2003,4292.96
16/09/2003,4298.98
15/09/2003,4260.92
12/09/2003,4237.81
11/09/2003,4242.19
10/09/2003,4252.08
09/09/2003,4263.91
08/09/2003,4292.09
05/09/2003,4257.20
04/09/2003,4248.83
03/09/2003,4262.12
02/09/2003,4204.36
01/09/2003,4204.43
29/08/2003,4161.06
28/08/2003,4197.97
27/08/2003,4206.39
26/08/2003,4177.36
22/08/2003,4225.89
21/08/2003,4223.48
20/08/2003,4217.36
19/08/2003,4250.82
18/08/2003,4272.12
15/08/2003,4247.34
14/08/2003,4237.83
13/08/2003,4180.68
12/08/2003,4185.57
11/08/2003,4176.66
08/08/2003,4147.79
07/08/2003,4095.56
06/08/2003,4070.42
05/08/2003,4121.02
04/08/2003,4100.05
01/08/2003,4098.43
31/07/2003,4157.02
30/07/2003,4141.17
29/07/2003,4137.01
28/07/2003,4148.82
25/07/2003,4131.18
24/07/2003,4149.60
23/07/2003,4086.49
22/07/2003,4079.75
21/07/2003,4044.28
18/07/2003,4073.20
17/07/2003,4056.57
16/07/2003,4077.13
15/07/2003,4102.50
14/07/2003,4127.64
11/07/2003,4058.14
10/07/2003,4028.76
09/07/2003,4054.69
08/07/2003,4073.60
07/07/2003,4074.77
04/07/2003,4021.50
03/07/2003,4024.80
02/07/2003,4006.86
01/07/2003,3963.92
30/06/2003,4031.17
27/06/2003,4067.84
26/06/2003,4041.67
25/06/2003,4067.86
24/06/2003,4060.93
23/06/2003,4087.89
20/06/2003,4160.14
19/06/2003,4131.46
18/06/2003,4207.01
17/06/2003,4190.36
16/06/2003,4152.90
13/06/2003,4134.12
12/06/2003,4161.26
11/06/2003,4150.15
10/06/2003,4113.01
09/06/2003,4129.09
06/06/2003,4150.79
05/06/2003,4104.25
04/06/2003,4126.55
03/06/2003,4115.73
02/06/2003,4129.28
30/05/2003,4048.14
29/05/2003,4083.59
28/05/2003,4071.86
27/05/2003,3992.38
23/05/2003,3979.84
22/05/2003,3990.45
21/05/2003,3936.38
20/05/2003,3971.61
19/05/2003,3941.34
16/05/2003,4049.01
15/05/2003,4011.08
14/05/2003,3975.02
13/05/2003,3999.89
12/05/2003,3987.44
09/05/2003,3969.35
08/05/2003,3928.87
07/05/2003,3992.90
06/05/2003,4006.39
02/05/2003,3952.59
01/05/2003,3880.13
30/04/2003,3925.97
29/04/2003,3927.82
28/04/2003,3940.25
25/04/2003,3870.20
24/04/2003,3899.03
23/04/2003,3966.45
22/04/2003,3917.69
17/04/2003,3889.22
16/04/2003,3854.90
15/04/2003,3916.85
14/04/2003,3849.41
11/04/2003,3808.08
10/04/2003,3803.27
09/04/2003,3861.42
08/04/2003,3868.79
07/04/2003,3935.82
04/04/2003,3814.36
03/04/2003,3771.05
02/04/2003,3753.41
01/04/2003,3684.78
31/03/2003,3613.28
28/03/2003,3708.53
27/03/2003,3729.05
26/03/2003,3793.12
25/03/2003,3761.96
24/03/2003,3743.27
21/03/2003,3861.07
20/03/2003,3765.66
19/03/2003,3765.43
18/03/2003,3747.28
17/03/2003,3722.27
14/03/2003,3601.83
13/03/2003,3486.90
12/03/2003,3287.04
11/03/2003,3452.73
10/03/2003,3436.05
07/03/2003,3491.59
06/03/2003,3555.42
05/03/2003,3563.54
04/03/2003,3625.34
03/03/2003,3684.67
28/02/2003,3655.58
27/02/2003,3569.88
26/02/2003,3593.29
25/02/2003,3621.47
24/02/2003,3701.84
21/02/2003,3727.11
20/02/2003,3687.25
19/02/2003,3658.30
18/02/2003,3729.54
17/02/2003,3692.37
14/02/2003,3611.90
13/02/2003,3610.82
12/02/2003,3616.12
11/02/2003,3669.21
10/02/2003,3579.07
07/02/2003,3599.16
06/02/2003,3597.04
05/02/2003,3678.72
04/02/2003,3590.09
03/02/2003,3689.36
31/01/2003,3567.41
30/01/2003,3578.67
29/01/2003,3483.79
28/01/2003,3489.98
27/01/2003,3480.83
24/01/2003,3603.72
23/01/2003,3622.16
22/01/2003,3677.98
21/01/2003,3736.69
20/01/2003,3778.61
17/01/2003,3820.57
16/01/2003,3881.81
15/01/2003,3887.75
14/01/2003,3945.59
13/01/2003,3948.27
10/01/2003,3974.12
09/01/2003,3933.98
08/01/2003,3924.82
07/01/2003,3957.39
06/01/2003,4001.37
03/01/2003,4004.95
02/01/2003,4009.46
31/12/2002,3940.36
30/12/2002,3900.62
27/12/2002,3829.39
24/12/2002,3942.10
23/12/2002,3936.87
20/12/2002,3889.86
19/12/2002,3841.41
18/12/2002,3835.18
17/12/2002,3908.71
16/12/2002,3983.97
13/12/2002,3878.07
12/12/2002,3935.31
11/12/2002,3974.87
10/12/2002,3925.00
09/12/2002,3933.93
06/12/2002,4013.46
05/12/2002,4032.42
04/12/2002,4048.60
03/12/2002,4075.39
02/12/2002,4154.27
29/11/2002,4169.41
28/11/2002,4185.40
27/11/2002,4144.19
26/11/2002,4070.96
25/11/2002,4122.21
22/11/2002,4175.23
21/11/2002,4190.00
20/11/2002,4094.86
19/11/2002,4096.51
18/11/2002,4115.99
15/11/2002,4091.62
14/11/2002,4053.14
13/11/2002,4029.38
12/11/2002,4085.05
11/11/2002,4015.58
08/11/2002,4034.58
07/11/2002,4081.26
06/11/2002,4103.72
